200,0.0,36.7,63.3
400,0.2,87.3,12.5
600,0.4,99.4,0.2
800,1.0,99.0,0.0
1000,2.3,97.7,0.0
1200,4.0,96.0,0.0
1400,5.0,95.0,0.0
1600,5.6,94.4,0.0
1800,5.0,95.0,0.0
2000,9.8,90.2,0.0
2200,14.4,85.6,0.0
2400,14.4,85.6,0.0
2600,20.6,79.4,0.0
2800,19.0,81.0,0.0
3000,26.2,73.8,0.0
3200,31.7,68.3,0.0
3400,30.8,69.2,0.0
3600,42.7,57.3,0.0
3800,43.3,56.7,0.0
4000,43.8,56.2,0.0
4200,56.7,43.3,0.0
4400,61.7,38.3,0.0
4600,49.6,50.4,0.0
4800,69.0,31.0,0.0
5000,77.5,22.5,0.0
