200,0.0,9.6,90.4
400,0.4,39.6,60.0
600,0.4,65.4,34.2
800,0.8,85.6,13.5
1000,1.0,95.4,3.5
1200,1.9,96.9,1.3
1400,2.7,95.0,2.3
1600,2.7,97.1,0.2
1800,2.7,96.7,0.6
2000,6.9,93.1,0.0
2200,5.6,94.4,0.0
2400,5.0,95.0,0.0
2600,8.3,91.7,0.0
2800,9.6,90.4,0.0
3000,8.3,91.7,0.0
3200,13.5,86.5,0.0
3400,13.3,86.7,0.0
3600,11.9,88.1,0.0
3800,14.6,85.4,0.0
4000,20.2,79.8,0.0
4200,20.2,79.8,0.0
4400,19.8,80.2,0.0
4600,20.8,79.2,0.0
4800,21.2,78.8,0.0
5000,24.8,75.2,0.0
